Device Name,Time,Frequency,Today kWh,Today Cost,Month kWh,Month Cost,tCO2,Energy kWh,Line Voltage,Line Voltage,Power Factor,Average Power
II Year B-Wing,"Jul 14 2025, 17:00:00",50.08,5.31,53.10,106.98,1069.80,0.08,5547580.00,244.43,0.15,-0.99,0.04
II Year B-Wing,"Jul 14 2025, 16:00:00",50.06,5.26,52.60,106.93,1069.30,0.08,5547530.00,242.46,0.39,-1.00,0.09
II Year B-Wing,"Jul 14 2025, 15:00:00",50.04,4.84,48.40,106.51,1065.10,0.08,5547110.00,241.63,3.18,-1.00,0.76
II Year B-Wing,"Jul 14 2025, 14:00:00",50.06,4.29,42.90,105.96,1059.60,0.08,5546560.00,240.69,1.86,-1.00,0.44
II Year B-Wing,"Jul 14 2025, 13:00:00",50.28,3.65,36.50,105.32,1053.20,0.08,5545920.00,240.23,3.14,-1.00,0.75
II Year B-Wing,"Jul 14 2025, 12:00:00",50.06,2.92,29.20,104.59,1045.90,0.08,5545190.00,242.74,2.88,-1.00,0.69
II Year B-Wing,"Jul 14 2025, 11:00:00",50.08,2.24,22.40,103.91,1039.10,0.08,5544510.00,241.84,2.87,-1.00,0.69
II Year B-Wing,"Jul 14 2025, 10:00:00",50.05,1.59,15.90,103.26,1032.60,0.08,5543860.00,242.62,2.38,-1.00,0.57
II Year B-Wing,"Jul 14 2025, 09:00:00",50.07,1.02,10.20,102.69,1026.90,0.08,5543290.00,241.24,2.89,-1.00,0.69
II Year B-Wing,"Jul 14 2025, 08:00:00",50.05,0.29,2.90,101.96,1019.60,0.08,5542560.00,240.01,2.16,-1.00,0.52
II Year B-Wing,"Jul 14 2025, 07:00:00",50.06,0.24,2.40,101.91,1019.10,0.08,5542510.00,239.87,0.15,-0.99,0.04
II Year B-Wing,"Jul 14 2025, 05:00:00",50.07,0.17,1.70,101.84,1018.40,0.08,5542440.00,240.99,0.15,-0.99,0.04
II Year B-Wing,"Jul 14 2025, 04:00:00",50.05,0.14,1.40,101.81,1018.10,0.08,5542410.00,243.65,0.14,-1.00,0.04
II Year B-Wing,"Jul 14 2025, 03:00:00",50.02,0.10,1.00,101.77,1017.70,0.08,5542370.00,240.77,0.15,-0.99,0.03
II Year B-Wing,"Jul 14 2025, 02:00:00",50.05,0.07,0.70,101.74,1017.40,0.08,5542340.00,242.18,0.15,-0.99,0.04
II Year B-Wing,"Jul 14 2025, 01:00:00",50.07,0.03,0.30,101.70,1017.00,0.08,5542300.00,244.83,0.15,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 22:00:00",50.02,0.78,7.80,101.60,1016.00,0.08,5542200.00,239.23,0.15,-1.00,0.04
II Year B-Wing,"Jul 13 2025, 21:00:00",49.98,0.74,7.40,101.56,1015.60,0.08,5542160.00,239.21,0.15,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 20:00:00",50.03,0.71,7.10,101.53,1015.30,0.08,5542130.00,241.45,0.14,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 19:00:00",50.10,0.67,6.70,101.49,1014.90,0.08,5542090.00,239.10,0.15,-1.00,0.04
II Year B-Wing,"Jul 13 2025, 18:00:00",50.05,0.64,6.40,101.46,1014.60,0.08,5542060.00,243.33,0.15,-1.00,0.04
II Year B-Wing,"Jul 13 2025, 17:00:00",50.07,0.60,6.00,101.42,1014.20,0.08,5542020.00,241.69,0.15,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 16:00:00",50.04,0.57,5.70,101.39,1013.90,0.08,5541990.00,241.84,0.14,-0.99,0.03
II Year B-Wing,"Jul 13 2025, 15:00:00",50.00,0.53,5.30,101.35,1013.50,0.08,5541950.00,242.19,0.14,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 14:00:00",50.04,0.50,5.00,101.32,1013.20,0.08,5541920.00,242.32,0.15,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 13:00:00",50.12,0.46,4.60,101.28,1012.80,0.08,5541880.00,244.96,0.14,-0.99,0.03
II Year B-Wing,"Jul 13 2025, 12:00:00",49.94,0.42,4.20,101.24,1012.40,0.08,5541840.00,243.10,0.14,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 11:00:00",50.03,0.39,3.90,101.21,1012.10,0.08,5541810.00,241.22,0.14,-1.00,0.03
II Year B-Wing,"Jul 13 2025, 10:00:00",50.09,0.35,3.50,101.17,1011.70,0.08,5541770.00,243.12,0.14,-0.99,0.03
II Year B-Wing,"Jul 13 2025, 09:00:00",50.07,0.32,3.20,101.14,1011.40,0.08,5541740.00,243.26,0.15,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 08:00:00",50.11,0.28,2.80,101.10,1011.00,0.08,5541700.00,241.69,0.15,-1.00,0.04
II Year B-Wing,"Jul 13 2025, 07:00:00",50.01,0.25,2.50,101.07,1010.70,0.08,5541670.00,239.13,0.15,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 05:00:00",50.05,0.18,1.80,101.00,1010.00,0.08,5541600.00,243.09,0.15,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 04:00:00",50.05,0.14,1.40,100.96,1009.60,0.08,5541560.00,242.97,0.15,-1.00,0.04
II Year B-Wing,"Jul 13 2025, 03:00:00",50.04,0.11,1.10,100.93,1009.30,0.08,5541530.00,244.01,0.14,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 02:00:00",49.99,0.07,0.70,100.89,1008.90,0.08,5541490.00,243.90,0.15,-0.99,0.04
II Year B-Wing,"Jul 13 2025, 01:00:00",49.97,0.04,0.40,100.86,1008.60,0.08,5541460.00,242.32,0.14,-0.99,0.03
II Year B-Wing,"Jul 12 2025, 23:00:00",50.07,10.04,100.40,100.79,1007.90,0.08,5541390.00,242.46,0.14,-0.99,0.03
II Year B-Wing,"Jul 12 2025, 22:00:00",50.05,10.00,100.00,100.75,1007.50,0.08,5541350.00,241.18,0.15,-1.00,0.03
II Year B-Wing,"Jul 12 2025, 21:00:00",50.07,9.97,99.70,100.72,1007.20,0.08,5541320.00,240.65,0.15,-0.99,0.04
II Year B-Wing,"Jul 12 2025, 19:00:00",49.92,9.89,98.90,100.64,1006.40,0.08,5541240.00,238.17,0.15,-1.00,0.03
II Year B-Wing,"Jul 12 2025, 18:00:00",50.01,9.86,98.60,100.61,1006.10,0.08,5541210.00,242.19,0.15,-0.99,0.04
II Year B-Wing,"Jul 12 2025, 16:00:00",50.11,9.60,96.00,100.35,1003.50,0.08,5540950.00,242.16,0.91,-1.00,0.22
II Year B-Wing,"Jul 12 2025, 14:00:00",50.06,7.90,79.00,98.65,986.50,0.07,5539250.00,238.73,4.81,-1.00,1.14
II Year B-Wing,"Jul 12 2025, 13:00:00",50.10,6.76,67.60,97.51,975.10,0.07,5538110.00,240.54,4.79,-1.00,1.15
II Year B-Wing,"Jul 12 2025, 12:00:00",50.03,5.76,57.60,96.51,965.10,0.07,5537110.00,241.91,4.18,-1.00,1.01
II Year B-Wing,"Jul 12 2025, 11:00:00",49.97,4.79,47.90,95.54,955.40,0.07,5536140.00,236.89,3.97,-1.00,0.94
II Year B-Wing,"Jul 12 2025, 10:00:00",50.07,3.44,34.40,94.19,941.90,0.07,5534790.00,243.74,5.99,-1.00,1.45
II Year B-Wing,"Jul 12 2025, 09:00:00",50.01,1.91,19.10,92.66,926.60,0.07,5533260.00,236.62,6.82,-1.00,1.60
II Year B-Wing,"Jul 12 2025, 08:00:00",50.02,0.57,5.70,91.32,913.20,0.07,5531920.00,236.63,4.58,-1.00,1.08
II Year B-Wing,"Jul 12 2025, 07:00:00",50.05,0.25,2.50,91.00,910.00,0.07,5531600.00,239.73,0.15,-0.99,0.03
II Year B-Wing,"Jul 12 2025, 06:00:00",50.05,0.21,2.10,90.96,909.60,0.07,5531560.00,239.26,0.15,-0.99,0.04
II Year B-Wing,"Jul 12 2025, 04:00:00",49.95,0.14,1.40,90.89,908.90,0.07,5531490.00,244.22,0.15,-0.99,0.04
II Year B-Wing,"Jul 12 2025, 03:00:00",49.97,0.10,1.00,90.85,908.50,0.07,5531450.00,244.96,0.15,-0.99,0.04
II Year B-Wing,"Jul 12 2025, 02:00:00",50.02,0.07,0.70,90.82,908.20,0.07,5531420.00,246.67,0.14,-0.99,0.04
II Year B-Wing,"Jul 12 2025, 01:00:00",49.96,0.03,0.30,90.78,907.80,0.07,5531380.00,242.62,0.15,-0.99,0.04
II Year B-Wing,"Jul 11 2025, 23:00:00",49.97,10.47,104.70,90.71,907.10,0.07,5531310.00,245.32,0.14,-1.00,0.04
II Year B-Wing,"Jul 11 2025, 21:00:00",50.06,10.40,104.00,90.64,906.40,0.07,5531240.00,243.85,0.15,-0.99,0.04
II Year B-Wing,"Jul 11 2025, 20:00:00",50.04,10.37,103.70,90.61,906.10,0.07,5531210.00,243.84,0.15,-0.99,0.03
II Year B-Wing,"Jul 11 2025, 19:00:00",50.03,10.33,103.30,90.57,905.70,0.07,5531170.00,243.32,0.14,-0.99,0.03
II Year B-Wing,"Jul 11 2025, 18:00:00",50.09,10.29,102.90,90.53,905.30,0.07,5531130.00,244.50,0.15,-0.99,0.04
II Year B-Wing,"Jul 11 2025, 17:00:00",50.07,10.24,102.40,90.48,904.80,0.07,5531080.00,243.39,0.38,-1.00,0.09
II Year B-Wing,"Jul 11 2025, 16:00:00",50.13,10.14,101.40,90.38,903.80,0.07,5530980.00,241.96,0.37,-1.00,0.09
II Year B-Wing,"Jul 11 2025, 15:00:00",50.03,9.44,94.40,89.68,896.80,0.07,5530280.00,241.86,5.21,-1.00,1.25
II Year B-Wing,"Jul 11 2025, 14:00:00",50.09,8.11,81.10,88.35,883.50,0.07,5528950.00,238.97,5.87,-1.00,1.39
II Year B-Wing,"Jul 11 2025, 13:00:00",50.00,6.72,67.20,86.96,869.60,0.07,5527560.00,240.57,5.22,-1.00,1.25
II Year B-Wing,"Jul 11 2025, 12:00:00",50.00,5.48,54.80,85.72,857.20,0.06,5526320.00,241.09,5.25,-1.00,1.26
II Year B-Wing,"Jul 11 2025, 11:00:00",49.99,4.22,42.20,84.46,844.60,0.06,5525060.00,240.93,5.25,-1.00,1.26
II Year B-Wing,"Jul 11 2025, 10:00:00",50.02,2.92,29.20,83.16,831.60,0.06,5523760.00,238.19,4.50,-1.00,1.07
II Year B-Wing,"Jul 11 2025, 09:00:00",50.13,1.77,17.70,82.01,820.10,0.06,5522610.00,237.37,5.65,-1.00,1.33
II Year B-Wing,"Jul 11 2025, 07:00:00",50.01,0.13,1.30,80.37,803.70,0.06,5520970.00,244.01,0.08,1.00,0.02
II Year B-Wing,"Jul 11 2025, 06:00:00",50.05,0.11,1.10,80.35,803.50,0.06,5520950.00,241.23,0.07,1.00,0.02
II Year B-Wing,"Jul 11 2025, 05:00:00",50.05,0.09,0.90,80.33,803.30,0.06,5520930.00,242.39,0.08,1.00,0.02
II Year B-Wing,"Jul 11 2025, 04:00:00",49.99,0.07,0.70,80.31,803.10,0.06,5520910.00,242.49,0.08,1.00,0.02
II Year B-Wing,"Jul 11 2025, 03:00:00",50.08,0.05,0.50,80.29,802.90,0.06,5520890.00,241.44,0.08,1.00,0.02
II Year B-Wing,"Jul 11 2025, 02:00:00",50.03,0.03,0.30,80.27,802.70,0.06,5520870.00,242.02,0.08,1.00,0.02
II Year B-Wing,"Jul 11 2025, 01:00:00",49.98,0.02,0.20,80.26,802.60,0.06,5520860.00,245.47,0.07,1.00,0.02
II Year B-Wing,"Jul 10 2025, 23:00:00",50.04,11.04,110.40,80.22,802.20,0.06,5520820.00,244.94,0.08,1.00,0.02
II Year B-Wing,"Jul 10 2025, 22:00:00",50.06,11.02,110.20,80.20,802.00,0.06,5520800.00,239.86,0.08,1.00,0.02
II Year B-Wing,"Jul 10 2025, 21:00:00",50.04,11.00,110.00,80.18,801.80,0.06,5520780.00,239.54,0.08,1.00,0.02
II Year B-Wing,"Jul 10 2025, 20:00:00",50.06,10.98,109.80,80.16,801.60,0.06,5520760.00,241.96,0.08,1.00,0.02
II Year B-Wing,"Jul 10 2025, 19:00:00",50.02,10.96,109.60,80.14,801.40,0.06,5520740.00,242.82,0.08,1.00,0.02
II Year B-Wing,"Jul 10 2025, 18:00:00",50.08,10.93,109.30,80.11,801.10,0.06,5520710.00,243.62,0.84,-1.00,0.20
II Year B-Wing,"Jul 10 2025, 17:00:00",50.05,10.75,107.50,79.93,799.30,0.06,5520530.00,243.23,0.84,-1.00,0.20
II Year B-Wing,"Jul 10 2025, 16:00:00",50.01,10.46,104.60,79.64,796.40,0.06,5520240.00,239.05,1.07,-1.00,0.25
II Year B-Wing,"Jul 10 2025, 15:00:00",50.01,9.87,98.70,79.05,790.50,0.06,5519650.00,240.29,4.24,-1.00,1.01
II Year B-Wing,"Jul 10 2025, 14:00:00",50.12,8.87,88.70,78.05,780.50,0.06,5518650.00,241.00,4.25,-1.00,1.01
II Year B-Wing,"Jul 10 2025, 13:00:00",50.23,7.74,77.40,76.92,769.20,0.06,5517520.00,240.50,5.89,-1.00,1.40
II Year B-Wing,"Jul 10 2025, 12:00:00",50.12,6.28,62.80,75.46,754.60,0.06,5516060.00,242.97,5.67,-1.00,1.37
II Year B-Wing,"Jul 10 2025, 11:00:00",50.04,4.80,48.00,73.98,739.80,0.06,5514580.00,240.44,6.43,-1.00,1.53
II Year B-Wing,"Jul 10 2025, 10:00:00",49.95,3.41,34.10,72.59,725.90,0.05,5513190.00,240.43,5.90,-1.00,1.41
II Year B-Wing,"Jul 10 2025, 09:00:00",50.07,2.03,20.30,71.21,712.10,0.05,5511810.00,241.04,7.03,-1.00,1.68
II Year B-Wing,"Jul 10 2025, 08:00:00",50.03,0.65,6.50,69.83,698.30,0.05,5510430.00,241.38,4.10,-1.00,0.98
II Year B-Wing,"Jul 10 2025, 07:00:00",50.01,0.35,3.50,69.53,695.30,0.05,5510130.00,240.54,0.07,1.00,0.02
II Year B-Wing,"Jul 10 2025, 06:00:00",50.11,0.34,3.40,69.52,695.20,0.05,5510120.00,238.36,0.08,1.00,0.02
II Year B-Wing,"Jul 10 2025, 05:00:00",50.09,0.28,2.80,69.46,694.60,0.05,5510060.00,240.25,0.24,-1.00,0.06
II Year B-Wing,"Jul 10 2025, 04:00:00",50.05,0.23,2.30,69.41,694.10,0.05,5510010.00,241.91,0.24,-1.00,0.06
II Year B-Wing,"Jul 10 2025, 03:00:00",50.05,0.17,1.70,69.35,693.50,0.05,5509950.00,241.53,0.23,-1.00,0.06
II Year B-Wing,"Jul 10 2025, 02:00:00",49.99,0.11,1.10,69.29,692.90,0.05,5509890.00,245.98,0.23,-1.00,0.06
II Year B-Wing,"Jul 10 2025, 01:00:00",50.01,0.06,0.60,69.24,692.40,0.05,5509840.00,243.22,0.23,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 23:00:00",50.07,10.63,106.30,69.13,691.30,0.05,5509730.00,243.87,0.23,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 22:00:00",50.02,10.57,105.70,69.07,690.70,0.05,5509670.00,242.51,0.24,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 21:00:00",50.02,10.51,105.10,69.01,690.10,0.05,5509610.00,238.44,0.24,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 20:00:00",50.10,10.46,104.60,68.96,689.60,0.05,5509560.00,242.32,0.24,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 19:00:00",50.16,10.41,104.10,68.91,689.10,0.05,5509510.00,239.55,0.07,1.00,0.02
II Year B-Wing,"Jul 09 2025, 18:00:00",50.23,10.39,103.90,68.89,688.90,0.05,5509490.00,242.71,0.08,1.00,0.02
II Year B-Wing,"Jul 09 2025, 17:00:00",50.07,10.35,103.50,68.85,688.50,0.05,5509450.00,244.07,0.85,-1.00,0.20
II Year B-Wing,"Jul 09 2025, 16:00:00",50.04,10.21,102.10,68.71,687.10,0.05,5509310.00,242.07,0.31,-1.00,0.07
II Year B-Wing,"Jul 09 2025, 15:00:00",50.04,9.44,94.40,67.94,679.40,0.05,5508540.00,242.58,4.73,-0.99,1.14
II Year B-Wing,"Jul 09 2025, 14:00:00",50.09,8.27,82.70,66.77,667.70,0.05,5507370.00,237.89,4.53,-0.99,1.07
II Year B-Wing,"Jul 09 2025, 13:00:00",50.14,7.29,72.90,65.79,657.90,0.05,5506390.00,244.16,2.82,-1.00,0.68
II Year B-Wing,"Jul 09 2025, 12:00:00",50.05,6.10,61.00,64.60,646.00,0.05,5505200.00,240.99,4.85,-1.00,1.16
II Year B-Wing,"Jul 09 2025, 11:00:00",50.01,4.86,48.60,63.36,633.60,0.05,5503960.00,241.70,4.85,-1.00,1.16
II Year B-Wing,"Jul 09 2025, 10:00:00",49.99,3.50,35.00,62.00,620.00,0.05,5502600.00,242.30,6.22,-0.99,1.49
II Year B-Wing,"Jul 09 2025, 09:00:00",49.98,1.89,18.90,60.39,603.90,0.05,5500990.00,237.25,7.03,-1.00,1.65
II Year B-Wing,"Jul 09 2025, 08:00:00",50.08,0.63,6.30,59.13,591.30,0.04,5499730.00,240.62,2.38,-0.99,0.57
II Year B-Wing,"Jul 09 2025, 07:00:00",50.02,0.39,3.90,58.89,588.90,0.04,5499490.00,242.92,0.08,1.00,0.02
II Year B-Wing,"Jul 09 2025, 06:00:00",50.03,0.34,3.40,58.84,588.40,0.04,5499440.00,242.42,0.24,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 05:00:00",50.07,0.28,2.80,58.78,587.80,0.04,5499380.00,243.36,0.23,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 04:00:00",50.02,0.23,2.30,58.73,587.30,0.04,5499330.00,244.98,0.23,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 03:00:00",50.01,0.17,1.70,58.67,586.70,0.04,5499270.00,242.28,0.24,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 02:00:00",50.02,0.11,1.10,58.61,586.10,0.04,5499210.00,244.82,0.23,-1.00,0.06
II Year B-Wing,"Jul 09 2025, 01:00:00",49.99,0.06,0.60,58.56,585.60,0.04,5499160.00,237.46,0.24,-1.00,0.06
II Year B-Wing,"Jul 08 2025, 23:00:00",50.00,10.15,101.50,58.45,584.50,0.04,5499050.00,237.77,0.24,-1.00,0.06
II Year B-Wing,"Jul 08 2025, 22:00:00",50.01,10.09,100.90,58.39,583.90,0.04,5498990.00,236.00,0.24,-1.00,0.06
II Year B-Wing,"Jul 08 2025, 21:00:00",49.98,10.04,100.40,58.34,583.40,0.04,5498940.00,235.82,0.25,-1.00,0.06
II Year B-Wing,"Jul 08 2025, 20:00:00",49.96,9.99,99.90,58.29,582.90,0.04,5498890.00,243.17,0.24,-1.00,0.06
II Year B-Wing,"Jul 08 2025, 19:00:00",49.98,9.96,99.60,58.26,582.60,0.04,5498860.00,239.12,0.08,1.00,0.02
II Year B-Wing,"Jul 08 2025, 18:00:00",50.06,9.94,99.40,58.24,582.40,0.04,5498840.00,242.76,0.08,1.00,0.02
II Year B-Wing,"Jul 08 2025, 16:00:00",50.09,9.58,95.80,57.88,578.80,0.04,5498480.00,239.68,0.84,-1.00,0.20
II Year B-Wing,"Jul 08 2025, 15:00:00",49.94,8.96,89.60,57.26,572.60,0.04,5497860.00,239.26,3.93,-1.00,0.93
II Year B-Wing,"Jul 08 2025, 14:00:00",50.10,7.82,78.20,56.12,561.20,0.04,5496720.00,242.85,4.35,-1.00,1.04
II Year B-Wing,"Jul 08 2025, 13:00:00",50.11,6.89,68.90,55.19,551.90,0.04,5495790.00,241.44,5.58,-1.00,1.34
II Year B-Wing,"Jul 08 2025, 12:00:00",50.07,5.73,57.30,54.03,540.30,0.04,5494630.00,241.70,5.31,-0.99,1.27
II Year B-Wing,"Jul 08 2025, 10:00:00",50.01,3.20,32.00,51.50,515.00,0.04,5492100.00,240.10,4.89,-1.00,1.16
II Year B-Wing,"Jul 08 2025, 09:00:00",50.00,2.02,20.20,50.32,503.20,0.04,5490920.00,240.43,5.37,-0.99,1.27
II Year B-Wing,"Jul 08 2025, 08:00:00",49.99,0.85,8.50,49.15,491.50,0.04,5489750.00,234.63,3.91,-1.00,0.91
II Year B-Wing,"Jul 08 2025, 07:00:00",50.00,0.50,5.00,48.80,488.00,0.04,5489400.00,240.67,0.15,-0.99,0.04
II Year B-Wing,"Jul 08 2025, 06:00:00",49.93,0.44,4.40,48.74,487.40,0.04,5489340.00,240.22,0.30,-1.00,0.07
II Year B-Wing,"Jul 08 2025, 05:00:00",50.06,0.37,3.70,48.67,486.70,0.04,5489270.00,243.20,0.31,-1.00,0.07
II Year B-Wing,"Jul 08 2025, 04:00:00",50.07,0.30,3.00,48.60,486.00,0.04,5489200.00,244.78,0.30,-1.00,0.07
II Year B-Wing,"Jul 08 2025, 03:00:00",50.04,0.22,2.20,48.52,485.20,0.04,5489120.00,243.34,0.30,-1.00,0.07
II Year B-Wing,"Jul 08 2025, 01:00:00",49.96,0.08,0.80,48.38,483.80,0.04,5488980.00,243.55,0.30,-1.00,0.07
II Year B-Wing,"Jul 07 2025, 23:00:00",49.97,10.86,108.60,48.23,482.30,0.04,5488830.00,239.68,0.31,-1.00,0.07
II Year B-Wing,"Jul 07 2025, 21:00:00",49.86,10.71,107.10,48.08,480.80,0.04,5488680.00,237.16,0.31,-1.00,0.07
II Year B-Wing,"Jul 07 2025, 20:00:00",49.75,10.64,106.40,48.01,480.10,0.04,5488610.00,242.02,0.30,-1.00,0.07
II Year B-Wing,"Jul 07 2025, 19:00:00",49.89,10.43,104.30,47.80,478.00,0.04,5488400.00,242.00,0.91,-1.00,0.22
II Year B-Wing,"Jul 07 2025, 18:00:00",50.14,10.22,102.20,47.59,475.90,0.04,5488190.00,242.99,0.92,-1.00,0.22
II Year B-Wing,"Jul 07 2025, 17:00:00",50.19,9.99,99.90,47.36,473.60,0.04,5487960.00,241.21,0.92,-1.00,0.22
II Year B-Wing,"Jul 07 2025, 16:00:00",49.95,9.78,97.80,47.15,471.50,0.04,5487750.00,236.88,0.91,-1.00,0.21
II Year B-Wing,"Jul 07 2025, 15:00:00",49.99,8.92,89.20,46.29,462.90,0.03,5486890.00,238.41,5.28,-1.00,1.25
II Year B-Wing,"Jul 07 2025, 14:00:00",50.05,7.68,76.80,45.05,450.50,0.03,5485650.00,238.85,5.31,-1.00,1.26
II Year B-Wing,"Jul 07 2025, 13:00:00",50.10,6.45,64.50,43.82,438.20,0.03,5484420.00,241.33,2.77,-0.99,0.66
II Year B-Wing,"Jul 07 2025, 12:00:00",50.03,5.26,52.60,42.63,426.30,0.03,5483230.00,241.09,5.42,-1.00,1.30
II Year B-Wing,"Jul 07 2025, 11:00:00",50.09,3.95,39.50,41.32,413.20,0.03,5481920.00,240.74,5.46,-1.00,1.30
II Year B-Wing,"Jul 07 2025, 10:00:00",50.05,2.73,27.30,40.10,401.00,0.03,5480700.00,241.15,4.71,-1.00,1.13
II Year B-Wing,"Jul 07 2025, 09:00:00",50.06,1.72,17.20,39.09,390.90,0.03,5479690.00,239.11,4.25,-1.00,1.00
II Year B-Wing,"Jul 07 2025, 08:00:00",50.09,0.58,5.80,37.95,379.50,0.03,5478550.00,241.66,3.96,-1.00,0.95
II Year B-Wing,"Jul 07 2025, 06:00:00",50.01,0.21,2.10,37.58,375.80,0.03,5478180.00,241.85,0.15,-1.00,0.04
II Year B-Wing,"Jul 07 2025, 05:00:00",50.07,0.18,1.80,37.55,375.50,0.03,5478150.00,240.85,0.15,-0.99,0.04
II Year B-Wing,"Jul 07 2025, 04:00:00",50.03,0.14,1.40,37.51,375.10,0.03,5478110.00,243.97,0.14,-0.99,0.04
II Year B-Wing,"Jul 07 2025, 03:00:00",50.03,0.10,1.00,37.47,374.70,0.03,5478070.00,243.15,0.15,-0.99,0.04
II Year B-Wing,"Jul 07 2025, 02:00:00",49.97,0.07,0.70,37.44,374.40,0.03,5478040.00,242.40,0.15,-0.99,0.04
II Year B-Wing,"Jul 07 2025, 01:00:00",50.04,0.03,0.30,37.40,374.00,0.03,5478000.00,243.83,0.15,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 23:00:00",50.03,0.80,8.00,37.33,373.30,0.03,5477930.00,243.95,0.14,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 22:00:00",50.09,0.77,7.70,37.30,373.00,0.03,5477900.00,241.57,0.15,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 21:00:00",49.99,0.73,7.30,37.26,372.60,0.03,5477860.00,238.52,0.15,-1.00,0.03
II Year B-Wing,"Jul 06 2025, 20:00:00",49.97,0.70,7.00,37.23,372.30,0.03,5477830.00,240.34,0.15,-1.00,0.04
II Year B-Wing,"Jul 06 2025, 19:00:00",50.07,0.66,6.60,37.19,371.90,0.03,5477790.00,238.31,0.15,-1.00,0.04
II Year B-Wing,"Jul 06 2025, 18:00:00",50.08,0.62,6.20,37.15,371.50,0.03,5477750.00,242.76,0.15,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 17:00:00",50.03,0.59,5.90,37.12,371.20,0.03,5477720.00,245.56,0.15,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 16:00:00",50.08,0.55,5.50,37.08,370.80,0.03,5477680.00,244.00,0.14,-0.99,0.03
II Year B-Wing,"Jul 06 2025, 15:00:00",50.06,0.52,5.20,37.05,370.50,0.03,5477650.00,240.47,0.15,-0.99,0.03
II Year B-Wing,"Jul 06 2025, 14:00:00",50.09,0.48,4.80,37.01,370.10,0.03,5477610.00,244.02,0.14,-1.00,0.03
II Year B-Wing,"Jul 06 2025, 13:00:00",50.05,0.45,4.50,36.98,369.80,0.03,5477580.00,246.03,0.15,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 11:00:00",50.13,0.38,3.80,36.91,369.10,0.03,5477510.00,245.04,0.14,-0.99,0.03
II Year B-Wing,"Jul 06 2025, 10:00:00",50.01,0.35,3.50,36.88,368.80,0.03,5477480.00,239.43,0.15,-1.00,0.04
II Year B-Wing,"Jul 06 2025, 08:00:00",50.04,0.29,2.90,36.82,368.20,0.03,5477420.00,243.47,0.15,-0.99,0.03
II Year B-Wing,"Jul 06 2025, 07:00:00",49.99,0.25,2.50,36.78,367.80,0.03,5477380.00,242.48,0.15,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 06:00:00",50.02,0.22,2.20,36.75,367.50,0.03,5477350.00,240.53,0.15,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 05:00:00",50.05,0.18,1.80,36.71,367.10,0.03,5477310.00,243.25,0.14,-1.00,0.04
II Year B-Wing,"Jul 06 2025, 04:00:00",50.05,0.15,1.50,36.68,366.80,0.03,5477280.00,241.56,0.15,-1.00,0.04
II Year B-Wing,"Jul 06 2025, 03:00:00",50.08,0.11,1.10,36.64,366.40,0.03,5477240.00,242.01,0.15,-0.99,0.03
II Year B-Wing,"Jul 06 2025, 02:00:00",50.00,0.08,0.80,36.61,366.10,0.03,5477210.00,245.95,0.14,-0.99,0.04
II Year B-Wing,"Jul 06 2025, 01:00:00",50.03,0.04,0.40,36.57,365.70,0.03,5477170.00,244.06,0.15,-0.99,0.04
II Year B-Wing,"Jul 05 2025, 23:00:00",50.06,0.81,8.10,36.50,365.00,0.03,5477100.00,244.19,0.15,-0.99,0.04
II Year B-Wing,"Jul 05 2025, 22:00:00",50.04,0.78,7.80,36.47,364.70,0.03,5477070.00,239.80,0.15,-0.99,0.03
II Year B-Wing,"Jul 05 2025, 21:00:00",50.01,0.74,7.40,36.43,364.30,0.03,5477030.00,240.26,0.15,-0.99,0.04
II Year B-Wing,"Jul 05 2025, 20:00:00",50.06,0.70,7.00,36.39,363.90,0.03,5476990.00,244.70,0.14,-1.00,0.03
II Year B-Wing,"Jul 05 2025, 19:00:00",50.06,0.67,6.70,36.36,363.60,0.03,5476960.00,240.24,0.15,-1.00,0.03
